City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
364,halifax,90,CA,1574293863,86,44.65,-63.58,39.2,13.87
365,esperance,90,AU,1574294006,67,-33.86,121.89,57.2,8.05
366,saiha,0,IN,1574293897,74,22.49,92.98,54.68,3.85
367,akdepe,0,TM,1574294006,52,42.05,59.39,23.0,13.87
368,yar-sale,94,RU,1574294006,88,66.83,70.83,23.76,22.5
369,krasnaya gora,90,RU,1574294006,86,53.01,31.6,37.4,13.42
370,pacific grove,1,US,1574294006,59,36.62,-121.92,68.0,6.93
371,ayutla,97,MX,1574294006,97,20.13,-104.35,63.1,2.71
372,marsh harbour,0,BS,1574294006,56,26.54,-77.06,73.2,14.23
373,tucurui,6,BR,1574293816,68,-3.77,-49.67,81.73,1.23
374,lanja,46,IN,1574294007,84,16.84,73.55,73.36,3.47
375,pringsewu,94,ID,1574294007,89,-5.36,104.98,75.22,1.05
376,impfondo,52,CD,1574294007,95,1.62,18.06,71.89,2.24
377,poronaysk,0,RU,1574294007,72,49.22,143.1,20.66,5.06
378,vaitape,10,PF,1574294007,74,-16.52,-151.75,81.18,5.08
379,yasinya,100,UA,1574294007,97,48.28,24.36,43.14,2.19
380,asyut,26,EG,1574294007,58,27.18,31.19,59.0,4.59
