City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
381,nishihara,20,JP,1574294007,46,35.74,139.53,55.0,8.05
382,mbala,93,ZM,1574294007,68,-8.85,31.37,66.27,1.3
383,sorong,0,ID,1574294007,63,-0.86,131.25,85.15,2.17
384,mago,2,RU,1574294007,91,53.27,140.15,-0.51,6.31
385,sao joao da barra,100,BR,1574294007,87,-21.64,-41.05,74.23,14.65
386,rovaniemi,90,FI,1574294008,100,66.5,25.72,33.8,11.41
387,hanna,12,CA,1574294008,86,51.64,-111.93,28.0,5.99
388,changping,100,CN,1574294008,55,40.22,116.23,37.99,4.47
389,altay,100,CN,1574294008,92,47.83,88.13,11.68,2.3
390,bathsheba,20,BB,1574293938,78,13.22,-59.52,80.6,10.29
391,matara,5,BI,1574294008,78,-3.48,29.48,57.29,3.49
392,bambous virieux,20,MU,1574294008,88,-20.34,57.76,75.2,3.36
393,iqaluit,20,CA,1574293989,85,63.75,-68.52,12.2,4.7
394,aripuana,100,BR,1574294008,99,-9.17,-60.63,70.77,1.32
395,schleiden,20,DE,1574294008,95,50.53,6.48,35.01,3.36
396,zhigansk,100,RU,1574294008,95,66.77,123.37,-12.66,12.15
397,hun,0,BE,1574294008,92,50.34,4.87,30.99,5.82
398,whitehorse,75,CA,1574294008,52,60.72,-135.06,46.4,13.87
399,saint anthony,90,US,1574294008,41,43.97,-111.68,41.0,17.22
400,taybad,100,IR,1574294008,88,34.74,60.78,37.54,17.83
401,ulkan,100,RU,1574294009,94,57.24,107.32,5.05,5.14
402,nyuksenitsa,0,RU,1574294009,70,60.41,44.24,17.58,8.1
403,maniitsoq,2,GL,1574294009,60,65.42,-52.9,20.08,7.27
404,the pas,75,CA,1574294009,71,53.82,-101.24,8.6,10.29
405,vardo,90,US,1574294009,52,39.62,-77.74,48.0,16.11
406,panaba,79,MX,1574294009,75,21.28,-88.27,74.16,10.22
407,talara,90,PE,1574294009,100,-4.58,-81.27,62.6,9.17
408,hudiksvall,34,SE,1574294009,89,61.73,17.1,34.45,2.46
409,yabelo,33,ET,1574294009,90,4.89,38.09,63.18,4.54
410,praia da vitoria,40,PT,1574293814,93,38.73,-27.07,63.0,17.22
411,syracuse,90,US,1574294010,100,43.05,-76.15,41.0,4.7
412,fairbanks,75,US,1574293973,92,64.84,-147.72,8.6,3.51
413,astaneh-ye ashrafiyeh,100,IR,1574294010,74,37.26,49.94,54.7,12.77
414,chambersburg,90,US,1574293804,52,39.94,-77.66,46.99,16.11
415,portsmouth,92,GB,1574294001,86,50.8,-1.08,48.0,6.93
416,kutum,65,SD,1574294010,25,14.2,24.66,66.13,5.75
417,srednekolymsk,100,RU,1574294010,98,67.46,153.71,-15.61,3.27
418,opoczno,100,PL,1574294010,91,51.38,20.29,53.01,18.16
419,diego de almagro,0,CL,1574294010,49,-26.39,-70.05,62.46,1.61
420,ucluelet,40,CA,1574293814,61,48.94,-125.55,50.0,5.82
421,husavik,99,CA,1574294010,96,50.56,-96.99,23.0,5.01
422,bubaque,13,GW,1574294010,68,11.28,-15.83,83.12,9.66
423,gigmoto,85,PH,1574294011,75,13.78,124.39,82.15,2.75
424,tateyama,20,JP,1574294011,80,36.66,137.31,52.0,6.93
425,ripky,53,UA,1574294011,85,51.8,31.09,35.04,10.2
426,eyl,48,SO,1574294011,84,7.98,49.82,80.42,9.17
427,tuatapere,100,NZ,1574294011,72,-46.13,167.69,57.0,17.0
428,ariquemes,98,BR,1574294011,97,-9.91,-63.03,73.8,6.49
429,hoyerswerda,90,DE,1574294011,100,51.43,14.25,43.0,3.36
430,portland,40,US,1574293984,100,43.66,-70.25,37.99,4.7
431,dingle,42,PH,1574294011,78,11.0,122.67,79.29,3.36
432,balabac,99,PH,1574294011,77,7.99,117.06,82.54,7.9
433,caldwell,1,US,1574294011,32,43.67,-116.69,57.2,14.99
434,san quintin,100,PH,1574294012,86,17.54,120.52,76.57,3.89
435,san antonio,20,CL,1574294012,67,-33.58,-71.61,62.6,5.82
436,tibacuy,40,CO,1574294012,87,4.35,-74.45,57.2,6.93
437,taltal,4,CL,1574294012,90,-25.41,-70.49,59.49,3.2
438,cuamba,93,MZ,1574294012,66,-14.8,36.54,77.45,2.75
439,waingapu,67,ID,1574294012,72,-9.65,120.26,82.85,8.25
440,ust-nera,100,RU,1574294012,99,64.57,143.24,-25.58,2.68
441,skibbereen,75,IE,1574293774,93,51.55,-9.27,46.4,16.11
442,ipanguacu,20,BR,1574293985,70,-5.5,-36.85,84.2,10.29
443,tereze,90,RU,1574294013,100,43.94,42.44,30.2,17.9
444,champerico,40,MX,1574294013,48,16.38,-93.6,84.2,2.91
445,te anau,99,NZ,1574294013,72,-45.41,167.72,48.11,10.09
446,thunder bay,90,CA,1574293740,94,48.41,-89.26,37.0,1.05
447,taixing,57,CN,1574294014,75,32.17,120.02,55.99,11.59
448,kahului,90,US,1574294014,88,20.89,-156.47,78.8,14.99
449,visby,100,SE,1574294014,93,57.64,18.3,46.99,10.29
450,lingao,67,CN,1574294014,75,19.91,109.69,73.35,15.61
451,tiksi,25,RU,1574294014,89,71.64,128.87,-18.08,6.69
452,lithakia,40,GR,1574294014,100,37.72,20.83,63.0,8.93
453,culaman,86,PH,1574294014,77,5.96,125.66,75.81,0.54
454,mazatlan,90,MX,1574293787,100,23.22,-106.42,77.0,3.36
455,biscarrosse,100,FR,1574294014,87,44.41,-1.18,46.4,2.24
456,kautokeino,33,NO,1574294014,88,69.01,23.04,22.1,5.06
457,gillette,90,US,1574294014,92,44.29,-105.5,27.0,19.46
458,noumea,14,NC,1574293806,54,-22.28,166.46,80.6,26.4
459,tyup,73,KG,1574294014,59,42.73,78.36,23.41,2.21
460,chifeng,17,CN,1574294015,37,42.27,118.96,25.52,6.33
461,pundaguitan,95,PH,1574294015,75,6.37,126.17,82.62,4.65
462,dom pedrito,0,BR,1574294015,75,-30.98,-54.67,73.78,8.57
463,bristol,83,GB,1574294015,86,51.45,-2.6,44.6,12.75
464,isangel,75,VU,1574294015,54,-19.55,169.27,84.2,11.41
465,magburaka,93,SL,1574294015,94,8.72,-11.95,73.83,2.51
466,iisalmi,90,FI,1574294015,100,63.56,27.19,37.4,6.93
467,cesme,20,TR,1574294015,93,38.32,26.31,62.6,4.61
468,wanning,75,AT,1574294015,100,48.64,13.53,39.0,2.24
469,guozhen,83,CN,1574294015,39,29.3,113.14,55.0,3.11
470,inverell,0,AU,1574294016,43,-29.78,151.11,84.99,5.01
471,mukhen,100,RU,1574294016,78,48.19,136.14,8.13,10.2
472,tortoli,75,IT,1574294016,66,39.93,9.66,55.4,10.29
473,siaya,87,KE,1574294016,93,0.06,34.29,63.72,3.31
474,marrakesh,75,MA,1574294016,72,31.63,-7.99,59.0,3.36
475,yeppoon,20,AU,1574294016,45,-23.13,150.74,84.2,10.29
476,methoni,6,GR,1574294016,77,36.82,21.7,69.01,13.87
477,beloslav,75,BG,1574294016,82,43.19,27.7,57.2,16.11
478,jambi,46,ID,1574294016,94,-1.6,103.62,75.04,2.89
479,taseyevo,95,RU,1574294016,94,57.22,94.9,-2.06,10.25
480,lovington,5,US,1574294016,68,32.94,-103.35,66.99,13.87
481,hargeysa,9,SO,1574294016,78,9.56,44.06,68.29,4.21
482,jalu,85,LY,1574294017,29,29.03,21.55,65.44,9.73
483,povenets,100,RU,1574294017,93,62.85,34.83,35.89,7.25
484,kununurra,42,AU,1574294017,38,-15.77,128.74,91.4,8.05
485,nyurba,98,RU,1574294017,97,63.29,118.35,-14.06,4.74
486,pontianak,95,ID,1574294017,88,-0.02,109.34,77.74,1.19
487,abu zabad,25,SD,1574294017,22,12.35,29.25,71.06,12.15
488,nola,100,CF,1574294017,72,3.52,16.05,73.18,1.03
489,puerto narino,75,CO,1574294017,100,-3.77,-70.38,77.0,0.98
490,plettenberg bay,0,ZA,1574294017,79,-34.05,23.37,56.53,4.7
491,san jose de guanipa,100,VE,1574294017,83,8.89,-64.17,76.96,7.18
492,marsa matruh,100,EG,1574294017,72,31.35,27.25,59.0,9.13
493,gostyn,90,PL,1574294017,93,51.88,17.01,48.99,8.05
494,sayan,20,ID,1574294018,83,-8.51,115.24,80.6,6.93
495,goksun,0,TR,1574294018,56,38.02,36.5,42.8,5.82
496,aloleng,100,PH,1574294018,94,16.13,119.78,72.95,5.12
497,grand-santi,59,GF,1574294018,96,4.27,-54.38,73.38,2.89
498,band,0,IR,1574294018,49,37.5,45.0,26.6,6.93
499,nagato,20,JP,1574294018,70,34.35,131.14,53.6,4.7
500,luderitz,0,NA,1574294018,89,-26.65,15.16,58.12,17.69
501,sabzevar,98,IR,1574294018,78,36.21,57.68,43.48,8.72
502,manavgat,0,TR,1574294018,71,36.79,31.44,50.0,6.93
503,lufilufi,40,WS,1574294018,74,-13.87,-171.6,86.0,12.75
504,mumford,100,GH,1574294019,95,5.26,-0.76,76.1,4.07
505,bato,100,PH,1574294019,76,13.36,123.37,80.33,0.83
506,chernitsyno,46,RU,1574294019,68,51.51,36.05,26.38,14.34
507,kenai,90,US,1574294019,70,60.55,-151.26,44.6,5.82
508,yining,57,CN,1574294019,57,29.04,114.56,48.94,0.6
509,pangkalanbuun,100,ID,1574293930,91,-2.68,111.62,77.92,2.13
510,christchurch,99,NZ,1574293795,55,-43.53,172.64,64.99,9.17
511,mahina,0,ML,1574294019,29,13.76,-10.85,78.19,3.47
512,dzilam gonzalez,37,MX,1574294019,73,21.28,-88.93,78.01,11.01
513,baherden,97,TM,1574294019,29,38.44,57.43,43.43,2.89
514,santa engracia,90,ES,1574294019,87,41.94,-1.32,46.99,13.87
515,moose factory,90,CA,1574294019,100,51.26,-80.61,33.8,4.7
516,russell,90,US,1574293923,87,38.9,-98.86,62.6,19.46
517,port hawkesbury,90,CA,1574294020,93,45.62,-61.36,41.0,6.93
518,iskateley,100,RU,1574294020,95,67.68,53.15,20.26,13.49
519,ginda,67,IN,1574294020,46,30.69,78.49,47.01,3.33
520,beyneu,0,KZ,1574294020,47,45.32,55.19,16.52,16.53
521,severo-yeniseyskiy,90,RU,1574294020,88,60.37,93.04,-15.56,4.29
522,salamiyah,0,SY,1574294020,51,35.01,37.05,53.2,6.93
523,bergen,20,NO,1574294020,69,60.39,5.33,39.99,9.17
524,ponta delgada,40,PT,1574294021,88,37.73,-25.67,62.6,5.82
525,loukhi,99,RU,1574294021,96,66.08,33.04,35.55,7.81
526,oga,96,IT,1574294021,100,46.46,10.35,33.8,3.36
527,mana,28,NG,1574294021,20,13.03,5.27,81.55,4.54
528,nantucket,90,US,1574294021,86,41.28,-70.1,42.01,13.87
529,nauta,97,PE,1574294021,93,-4.51,-73.58,74.14,1.97
530,itarema,27,BR,1574294021,79,-2.92,-39.92,77.85,11.34
531,virginia beach,1,US,1574294005,75,36.85,-75.98,52.0,24.25
532,lira,42,UG,1574294021,95,2.25,32.9,66.06,1.36
533,pamplona,90,ES,1574294021,81,42.82,-1.64,53.01,8.05
534,kamenka,100,MD,1574294021,90,48.03,28.7,39.0,1.99
535,zdvinsk,99,RU,1574294021,98,54.7,78.67,-14.93,7.4
536,barentu,0,ER,1574294022,65,15.11,37.59,71.29,2.15
537,cabra,90,ES,1574294022,100,37.47,-4.43,48.99,1.12
538,pemberton,94,AU,1574294022,59,-34.44,116.03,57.27,5.57
539,ust-kuyga,82,RU,1574294022,100,70.0,135.55,-22.67,3.62
540,veinticinco de mayo,0,AR,1574294022,67,-27.38,-54.75,79.0,1.92
541,quatre cocos,20,MU,1574294022,88,-20.21,57.76,75.2,3.36
542,luwuk,44,ID,1574294022,77,-0.95,122.79,81.45,2.39
543,roros,95,NO,1574294022,92,62.57,11.38,8.6,2.24
544,necochea,0,AR,1574294022,77,-38.55,-58.74,55.99,5.99
545,izhma,100,RU,1574294023,96,65.01,53.91,14.9,5.28
546,chaman,100,AF,1574294023,53,30.92,66.46,54.77,7.14
547,new glasgow,100,CA,1574294023,93,45.59,-62.65,41.0,11.01
548,olinda,3,AU,1574294023,13,-37.84,145.39,96.01,33.33
